,date,precipitation,temp_max,temp_min,wind,weather,month,year
418,2013-02-22,9.4,7.8,3.9,8.1,rain,February,2013
419,2013-02-23,0.3,10.0,3.9,4.6,rain,February,2013
420,2013-02-24,0.0,8.9,5.0,5.5,rain,February,2013
421,2013-02-25,2.3,10.6,3.3,7.1,rain,February,2013
422,2013-02-26,0.5,8.9,3.9,3.8,rain,February,2013
423,2013-02-27,4.6,10.0,4.4,1.8,rain,February,2013
424,2013-02-28,8.1,11.7,6.7,3.8,rain,February,2013
425,2013-03-01,4.1,15.0,11.1,5.4,rain,March,2013
426,2013-03-02,0.8,13.9,5.0,4.5,rain,March,2013
427,2013-03-03,0.0,11.1,2.2,2.8,sun,March,2013
428,2013-03-04,0.0,13.3,0.0,3.9,sun,March,2013
429,2013-03-05,0.0,9.4,6.1,2.4,rain,March,2013
430,2013-03-06,11.9,7.2,5.0,4.1,rain,March,2013
431,2013-03-07,7.4,12.2,5.0,2.5,rain,March,2013
432,2013-03-08,0.0,11.7,2.2,2.6,drizzle,March,2013
433,2013-03-09,0.0,12.8,1.1,1.3,fog,March,2013
434,2013-03-10,0.8,7.8,3.9,1.6,rain,March,2013
435,2013-03-11,1.3,10.6,6.1,1.1,rain,March,2013
436,2013-03-12,2.0,12.8,10.0,5.7,rain,March,2013
437,2013-03-13,2.3,11.7,9.4,3.7,rain,March,2013
438,2013-03-14,2.8,11.7,9.4,3.0,rain,March,2013
439,2013-03-15,0.0,14.4,8.9,4.3,rain,March,2013
440,2013-03-16,4.3,10.6,4.4,6.4,rain,March,2013
441,2013-03-17,0.0,8.9,3.9,6.1,sun,March,2013
442,2013-03-18,0.0,11.7,3.9,5.9,rain,March,2013
443,2013-03-19,11.7,12.8,1.7,3.4,rain,March,2013
444,2013-03-20,9.9,11.1,4.4,7.6,rain,March,2013
445,2013-03-21,8.1,10.0,2.2,4.9,snow,March,2013
446,2013-03-22,0.0,9.4,0.6,2.2,sun,March,2013
447,2013-03-23,0.0,10.0,1.1,2.6,sun,March,2013
448,2013-03-24,0.0,12.2,0.6,2.1,sun,March,2013
449,2013-03-25,0.0,16.7,4.4,2.8,sun,March,2013
450,2013-03-26,0.0,16.7,6.1,1.7,sun,March,2013
451,2013-03-27,0.3,13.3,7.2,1.6,rain,March,2013
452,2013-03-28,2.0,16.1,8.3,1.3,rain,March,2013
453,2013-03-29,0.0,18.3,7.8,2.5,rain,March,2013
454,2013-03-30,0.0,20.0,5.6,4.4,drizzle,March,2013
455,2013-03-31,0.0,20.6,6.7,2.9,sun,March,2013
456,2013-04-01,0.0,17.2,8.3,3.6,sun,April,2013
457,2013-04-02,0.0,13.9,8.9,2.2,sun,April,2013
458,2013-04-03,0.0,16.7,7.8,1.6,sun,April,2013
459,2013-04-04,8.4,14.4,10.0,3.0,fog,April,2013
460,2013-04-05,18.5,13.9,10.0,5.6,fog,April,2013
461,2013-04-06,12.7,12.2,7.2,5.0,fog,April,2013
462,2013-04-07,39.1,8.3,5.0,3.9,fog,April,2013
463,2013-04-08,0.8,13.3,6.1,3.1,fog,April,2013
464,2013-04-09,0.0,12.2,6.1,2.4,sun,April,2013
465,2013-04-10,9.4,15.0,8.9,6.4,sun,April,2013
466,2013-04-11,1.5,12.2,6.7,3.8,fog,April,2013
467,2013-04-12,9.7,7.8,4.4,4.6,fog,April,2013
468,2013-04-13,9.4,10.6,3.3,5.7,fog,April,2013
469,2013-04-14,5.8,12.8,4.4,2.3,fog,April,2013
470,2013-04-15,0.0,13.9,4.4,2.4,fog,April,2013
471,2013-04-16,0.3,13.9,3.3,2.6,sun,April,2013
472,2013-04-17,0.0,15.0,3.9,3.3,drizzle,April,2013
473,2013-04-18,5.3,11.7,6.7,4.0,fog,April,2013
474,2013-04-19,20.6,13.3,9.4,4.9,fog,April,2013
475,2013-04-20,0.0,13.9,8.3,5.8,sun,April,2013
476,2013-04-21,3.3,12.2,6.7,4.1,sun,April,2013
477,2013-04-22,0.0,16.1,5.0,4.3,sun,April,2013
478,2013-04-23,0.0,17.8,3.9,2.8,sun,April,2013
479,2013-04-24,0.0,21.1,6.1,3.0,sun,April,2013
480,2013-04-25,0.0,21.7,6.7,1.1,sun,April,2013
481,2013-04-26,0.0,20.6,8.3,2.2,fog,April,2013
482,2013-04-27,0.0,13.9,10.6,5.9,sun,April,2013
483,2013-04-28,1.0,15.0,9.4,5.2,drizzle,April,2013
484,2013-04-29,3.8,13.9,6.7,4.2,fog,April,2013
485,2013-04-30,0.0,12.8,4.4,2.4,sun,April,2013
486,2013-05-01,0.0,18.3,3.3,3.1,sun,May,2013
487,2013-05-02,0.0,20.6,6.7,4.0,sun,May,2013
488,2013-05-03,0.0,21.7,9.4,4.9,sun,May,2013
489,2013-05-04,0.0,25.0,11.1,6.5,sun,May,2013
490,2013-05-05,0.0,28.9,11.7,5.3,sun,May,2013
491,2013-05-06,0.0,30.6,12.2,2.0,sun,May,2013
492,2013-05-07,0.0,20.6,11.1,3.3,sun,May,2013
493,2013-05-08,0.0,19.4,11.1,1.9,sun,May,2013
494,2013-05-09,0.0,22.8,10.0,1.3,sun,May,2013
495,2013-05-10,0.0,26.1,9.4,1.0,sun,May,2013
496,2013-05-11,0.0,27.2,12.2,2.6,sun,May,2013
497,2013-05-12,6.6,21.7,13.9,3.9,fog,May,2013
498,2013-05-13,3.3,18.9,9.4,5.0,sun,May,2013
499,2013-05-14,0.0,18.3,7.8,2.4,sun,May,2013
500,2013-05-15,1.0,17.2,8.9,2.3,fog,May,2013
501,2013-05-16,0.0,21.7,12.2,2.7,fog,May,2013
502,2013-05-17,0.5,17.2,11.7,3.7,sun,May,2013
503,2013-05-18,0.0,16.7,11.1,2.9,sun,May,2013
504,2013-05-19,0.0,18.3,10.6,2.3,sun,May,2013
505,2013-05-20,0.0,19.4,9.4,1.8,sun,May,2013
506,2013-05-21,13.7,15.6,8.3,4.8,fog,May,2013
507,2013-05-22,13.7,11.1,7.2,3.0,fog,May,2013
508,2013-05-23,4.1,12.2,6.7,1.9,fog,May,2013
509,2013-05-24,0.3,16.7,8.9,2.7,sun,May,2013
510,2013-05-25,0.0,17.8,10.0,2.7,sun,May,2013
511,2013-05-26,1.5,18.3,10.6,2.2,fog,May,2013
512,2013-05-27,9.7,16.7,11.1,3.1,fog,May,2013
513,2013-05-28,0.5,17.2,11.7,2.8,fog,May,2013
514,2013-05-29,5.6,16.1,9.4,4.0,fog,May,2013
515,2013-05-30,0.0,16.7,9.4,5.3,sun,May,2013
516,2013-05-31,0.0,19.4,11.1,2.5,sun,May,2013
517,2013-06-01,0.0,22.8,12.2,2.5,sun,June,2013
518,2013-06-02,1.0,20.6,12.2,3.1,sun,June,2013
519,2013-06-03,0.0,22.2,11.1,2.9,sun,June,2013
520,2013-06-04,0.0,26.1,12.2,3.4,sun,June,2013
521,2013-06-05,0.0,26.7,14.4,3.1,sun,June,2013
522,2013-06-06,0.0,26.7,12.2,2.5,sun,June,2013
523,2013-06-07,0.0,21.7,13.3,3.2,sun,June,2013
524,2013-06-08,0.0,20.6,12.8,3.1,sun,June,2013
525,2013-06-09,0.0,20.6,11.1,3.7,sun,June,2013
526,2013-06-10,0.0,21.7,11.7,3.2,sun,June,2013
527,2013-06-11,0.0,20.0,10.0,5.7,sun,June,2013
528,2013-06-12,0.3,20.6,11.7,4.2,sun,June,2013
529,2013-06-13,0.0,21.1,11.7,2.6,sun,June,2013
530,2013-06-14,0.0,20.0,12.2,3.7,sun,June,2013
531,2013-06-15,0.0,25.6,10.0,2.9,sun,June,2013
532,2013-06-16,0.0,23.9,12.8,3.4,sun,June,2013
533,2013-06-17,0.0,25.6,13.9,3.0,sun,June,2013
534,2013-06-18,0.3,23.3,13.3,3.4,fog,June,2013
535,2013-06-19,0.0,20.0,12.8,3.7,sun,June,2013
536,2013-06-20,3.0,17.2,12.8,5.0,sun,June,2013
537,2013-06-21,0.3,20.6,12.2,1.5,sun,June,2013
538,2013-06-22,0.0,25.6,11.7,1.7,sun,June,2013
539,2013-06-23,7.9,22.2,15.0,2.1,fog,June,2013
540,2013-06-24,4.8,21.1,13.9,3.7,fog,June,2013
541,2013-06-25,9.9,23.3,14.4,2.8,sun,June,2013
542,2013-06-26,2.0,22.2,15.0,2.3,fog,June,2013
543,2013-06-27,3.6,21.1,16.7,1.3,fog,June,2013
544,2013-06-28,0.0,30.6,16.1,2.2,sun,June,2013
545,2013-06-29,0.0,30.0,18.3,1.7,sun,June,2013
546,2013-06-30,0.0,33.9,17.2,2.5,sun,June,2013
547,2013-07-01,0.0,31.7,18.3,2.3,sun,July,2013
548,2013-07-02,0.0,28.3,15.6,3.0,sun,July,2013
549,2013-07-03,0.0,26.1,16.7,3.2,sun,July,2013
550,2013-07-04,0.0,21.7,13.9,2.2,fog,July,2013
551,2013-07-05,0.0,23.3,13.9,2.6,sun,July,2013
552,2013-07-06,0.0,26.1,13.3,2.2,sun,July,2013
553,2013-07-07,0.0,23.9,13.9,2.9,sun,July,2013
554,2013-07-08,0.0,26.7,13.3,2.8,sun,July,2013
555,2013-07-09,0.0,30.0,15.0,2.5,sun,July,2013
556,2013-07-10,0.0,22.2,13.9,2.6,sun,July,2013
557,2013-07-11,0.0,22.8,12.2,3.0,sun,July,2013
558,2013-07-12,0.0,19.4,13.3,2.2,sun,July,2013
559,2013-07-13,0.0,26.1,11.1,3.1,sun,July,2013
560,2013-07-14,0.0,27.8,12.8,3.0,sun,July,2013
561,2013-07-15,0.0,27.8,14.4,4.6,sun,July,2013
562,2013-07-16,0.0,31.1,18.3,4.1,sun,July,2013
563,2013-07-17,0.0,22.2,15.0,3.7,rain,July,2013
564,2013-07-18,0.0,26.1,13.9,2.0,sun,July,2013
565,2013-07-19,0.0,27.8,13.3,1.9,sun,July,2013
566,2013-07-20,0.0,25.0,13.3,2.0,sun,July,2013
567,2013-07-21,0.0,23.9,12.8,2.3,sun,July,2013
568,2013-07-22,0.0,26.1,13.3,2.4,fog,July,2013
569,2013-07-23,0.0,31.1,13.9,3.0,sun,July,2013
570,2013-07-24,0.0,31.1,14.4,2.5,sun,July,2013
571,2013-07-25,0.0,31.1,12.8,2.3,sun,July,2013
572,2013-07-26,0.0,31.1,14.4,2.9,sun,July,2013
573,2013-07-27,0.0,25.6,12.8,2.6,sun,July,2013
574,2013-07-28,0.0,21.1,12.2,3.4,fog,July,2013
575,2013-07-29,0.0,25.0,13.3,1.4,sun,July,2013
576,2013-07-30,0.0,25.0,13.3,2.8,sun,July,2013
577,2013-07-31,0.0,21.7,13.3,1.8,sun,July,2013
578,2013-08-01,0.0,20.6,13.3,3.9,sun,August,2013
579,2013-08-02,2.0,17.2,15.0,2.0,sun,August,2013
580,2013-08-03,0.0,25.0,15.6,2.4,fog,August,2013
581,2013-08-04,0.0,28.9,15.0,3.4,sun,August,2013
582,2013-08-05,0.0,30.0,15.0,2.1,sun,August,2013
583,2013-08-06,0.0,30.6,13.9,1.4,sun,August,2013
584,2013-08-07,0.0,31.1,13.9,1.9,sun,August,2013
585,2013-08-08,0.0,28.3,14.4,2.5,sun,August,2013
586,2013-08-09,0.0,28.3,14.4,2.1,rain,August,2013
587,2013-08-10,2.3,25.6,15.0,2.9,sun,August,2013
588,2013-08-11,0.0,25.0,14.4,2.9,sun,August,2013
589,2013-08-12,0.0,25.6,16.1,1.9,sun,August,2013
590,2013-08-13,0.0,27.8,15.0,1.8,sun,August,2013
591,2013-08-14,0.8,27.2,15.0,2.0,sun,August,2013
592,2013-08-15,1.8,21.1,17.2,1.0,sun,August,2013
593,2013-08-16,0.0,28.9,16.1,2.2,fog,August,2013
594,2013-08-17,0.0,25.6,17.2,3.0,sun,August,2013
595,2013-08-18,0.0,26.1,15.6,3.1,sun,August,2013
596,2013-08-19,0.0,26.7,15.6,3.0,sun,August,2013
597,2013-08-20,0.0,25.6,16.1,4.6,sun,August,2013
598,2013-08-21,0.0,27.8,15.0,4.3,sun,August,2013
599,2013-08-22,0.0,28.9,15.0,1.9,sun,August,2013
600,2013-08-23,0.0,25.0,16.1,4.1,sun,August,2013
601,2013-08-24,0.0,25.0,16.7,2.7,sun,August,2013
602,2013-08-25,0.3,22.2,16.1,2.6,sun,August,2013
603,2013-08-26,1.0,24.4,16.1,1.9,sun,August,2013
604,2013-08-27,1.3,26.7,17.2,1.4,sun,August,2013
605,2013-08-28,5.6,26.7,15.6,1.3,fog,August,2013
606,2013-08-29,19.3,23.9,18.3,3.0,sun,August,2013
607,2013-08-30,0.0,26.1,16.1,2.9,sun,August,2013
608,2013-08-31,0.0,27.8,13.9,2.6,sun,August,2013
609,2013-09-01,0.0,27.8,15.6,2.5,sun,September,2013
610,2013-09-02,0.0,27.8,17.2,2.1,sun,September,2013
611,2013-09-03,2.3,25.0,16.7,1.7,fog,September,2013
612,2013-09-04,0.3,22.8,16.1,2.4,fog,September,2013
613,2013-09-05,27.7,20.0,15.6,2.5,sun,September,2013
614,2013-09-06,21.3,21.7,16.1,2.6,fog,September,2013
615,2013-09-07,0.0,23.3,17.2,2.0,sun,September,2013
616,2013-09-08,0.0,26.7,14.4,1.5,fog,September,2013
617,2013-09-09,0.0,26.1,13.9,2.1,sun,September,2013
618,2013-09-10,0.0,26.7,15.0,3.7,sun,September,2013
619,2013-09-11,0.0,33.9,16.1,2.4,sun,September,2013
620,2013-09-12,0.0,25.6,15.0,1.7,sun,September,2013
621,2013-09-13,0.0,18.9,15.6,2.0,sun,September,2013
622,2013-09-14,0.0,21.7,15.6,1.4,fog,September,2013
623,2013-09-15,3.3,18.9,14.4,2.2,sun,September,2013
624,2013-09-16,0.3,21.7,15.0,4.3,fog,September,2013
625,2013-09-17,0.0,17.8,13.9,2.3,sun,September,2013
626,2013-09-18,0.0,21.1,13.3,2.5,sun,September,2013
627,2013-09-19,0.0,25.6,10.0,1.5,sun,September,2013
628,2013-09-20,3.6,23.3,13.3,3.0,fog,September,2013
629,2013-09-21,0.0,21.1,13.3,2.5,sun,September,2013
630,2013-09-22,13.5,17.2,13.3,5.5,fog,September,2013
631,2013-09-23,2.8,16.1,11.1,4.5,fog,September,2013
632,2013-09-24,0.0,17.8,10.0,2.6,sun,September,2013
633,2013-09-25,2.0,16.1,9.4,3.0,fog,September,2013
634,2013-09-26,0.0,17.2,7.2,2.2,sun,September,2013
635,2013-09-27,1.0,13.9,10.6,4.3,fog,September,2013
636,2013-09-28,43.4,16.7,11.7,6.0,fog,September,2013
637,2013-09-29,16.8,14.4,11.1,7.1,sun,September,2013
638,2013-09-30,18.5,13.9,10.0,6.3,fog,September,2013
639,2013-10-01,7.9,14.4,8.9,4.7,fog,October,2013
640,2013-10-02,5.3,12.8,9.4,2.4,fog,October,2013
641,2013-10-03,0.8,14.4,8.9,0.9,fog,October,2013
642,2013-10-04,0.0,17.8,5.6,1.1,sun,October,2013
643,2013-10-05,0.0,20.0,8.3,1.6,sun,October,2013
644,2013-10-06,4.1,22.8,7.8,2.6,fog,October,2013
645,2013-10-07,0.5,16.1,11.7,6.3,fog,October,2013
646,2013-10-08,6.9,13.9,7.8,3.0,rain,October,2013
647,2013-10-09,0.0,15.0,5.6,1.6,sun,October,2013
648,2013-10-10,1.0,14.4,8.3,1.7,fog,October,2013
649,2013-10-11,9.1,13.9,10.6,1.0,sun,October,2013
650,2013-10-12,1.0,14.4,8.9,2.2,fog,October,2013
651,2013-10-13,0.0,15.0,6.7,1.8,fog,October,2013
652,2013-10-14,0.0,15.6,3.9,1.6,sun,October,2013
653,2013-10-15,0.0,15.6,5.0,0.9,sun,October,2013
654,2013-10-16,0.0,12.8,8.9,2.7,fog,October,2013
655,2013-10-17,0.0,14.4,8.9,1.7,fog,October,2013
656,2013-10-18,0.0,12.8,7.2,1.2,sun,October,2013
657,2013-10-19,0.0,10.6,7.8,1.4,sun,October,2013
658,2013-10-20,0.0,10.6,7.8,2.4,sun,October,2013
659,2013-10-21,0.0,11.7,8.3,2.5,sun,October,2013
660,2013-10-22,0.0,14.4,7.2,1.9,sun,October,2013
661,2013-10-23,0.0,12.8,6.1,0.4,sun,October,2013
662,2013-10-24,0.0,10.0,6.1,0.6,sun,October,2013
663,2013-10-25,0.0,12.2,7.8,1.8,sun,October,2013
664,2013-10-26,0.0,11.7,8.3,2.7,sun,October,2013
665,2013-10-27,1.8,13.9,8.3,4.4,fog,October,2013
666,2013-10-28,0.0,14.4,7.2,5.1,sun,October,2013
667,2013-10-29,0.0,13.3,3.3,2.2,sun,October,2013
668,2013-10-30,0.5,15.0,5.6,3.9,sun,October,2013
669,2013-10-31,0.3,14.4,10.6,2.2,fog,October,2013
670,2013-11-01,1.3,17.8,11.7,1.4,sun,November,2013
671,2013-11-02,12.7,14.4,8.3,7.9,fog,November,2013
672,2013-11-03,0.5,12.2,4.4,2.4,sun,November,2013
673,2013-11-04,0.0,10.6,3.9,1.6,drizzle,November,2013
674,2013-11-05,2.5,13.3,7.2,3.1,fog,November,2013
675,2013-11-06,3.8,12.8,7.8,1.7,sun,November,2013
676,2013-11-07,30.0,11.1,10.0,7.2,fog,November,2013
677,2013-11-08,0.0,13.3,7.2,4.1,sun,November,2013
678,2013-11-09,1.8,11.1,5.0,1.4,sun,November,2013
679,2013-11-10,0.0,11.1,8.3,4.4,sun,November,2013
680,2013-11-11,0.0,16.1,6.1,2.6,fog,November,2013
681,2013-11-12,4.1,15.6,8.9,2.2,fog,November,2013
682,2013-11-13,0.0,13.9,10.6,3.8,sun,November,2013
683,2013-11-14,1.3,11.1,6.1,1.1,fog,November,2013
684,2013-11-15,3.0,10.6,7.2,6.0,sun,November,2013
685,2013-11-16,0.0,10.0,5.0,4.6,sun,November,2013
686,2013-11-17,5.3,11.7,7.2,5.4,fog,November,2013
687,2013-11-18,26.2,12.8,9.4,3.9,fog,November,2013
688,2013-11-19,1.0,13.3,4.4,5.1,fog,November,2013
689,2013-11-20,0.0,7.8,1.7,4.3,sun,November,2013
690,2013-11-21,0.0,7.8,-0.5,3.6,sun,November,2013
691,2013-11-22,0.0,9.4,0.0,4.6,sun,November,2013
692,2013-11-23,0.0,11.1,1.1,2.6,sun,November,2013
693,2013-11-24,0.0,11.7,0.6,0.9,fog,November,2013
694,2013-11-25,0.0,12.2,2.2,0.5,sun,November,2013
695,2013-11-26,0.0,12.2,2.8,1.0,sun,November,2013
696,2013-11-27,0.0,14.4,5.6,1.3,sun,November,2013
697,2013-11-28,0.0,11.7,3.3,0.7,sun,November,2013
698,2013-11-29,0.5,9.4,5.0,2.1,fog,November,2013
699,2013-11-30,2.3,11.1,7.2,3.9,fog,November,2013
700,2013-12-01,3.0,13.3,7.8,8.8,fog,December,2013
701,2013-12-02,4.6,7.8,1.7,3.5,sun,December,2013
702,2013-12-03,0.0,5.0,-0.5,5.6,sun,December,2013
703,2013-12-04,0.0,4.4,-2.1,1.6,sun,December,2013
704,2013-12-05,0.0,1.1,-4.9,2.6,sun,December,2013
705,2013-12-06,0.0,1.1,-4.3,4.7,sun,December,2013
706,2013-12-07,0.0,0.0,-7.1,3.1,sun,December,2013
707,2013-12-08,0.0,2.2,-6.6,2.2,sun,December,2013
708,2013-12-09,0.0,1.1,-4.9,1.3,sun,December,2013
709,2013-12-10,0.0,5.6,0.6,1.5,sun,December,2013
710,2013-12-11,0.0,5.0,-1.6,0.8,sun,December,2013
711,2013-12-12,6.9,5.6,-0.5,2.3,sun,December,2013
712,2013-12-13,0.5,9.4,5.6,2.9,fog,December,2013
713,2013-12-14,0.0,9.4,6.1,3.7,sun,December,2013
714,2013-12-15,1.3,11.7,8.3,3.9,fog,December,2013
715,2013-12-16,0.3,10.0,4.4,1.0,sun,December,2013
716,2013-12-17,0.0,8.3,4.4,2.7,sun,December,2013
717,2013-12-18,1.3,7.8,2.2,2.8,fog,December,2013
718,2013-12-19,0.0,5.0,0.0,2.1,sun,December,2013
719,2013-12-20,5.6,8.3,0.6,3.7,fog,December,2013
720,2013-12-21,5.6,8.9,5.6,2.3,fog,December,2013
721,2013-12-22,10.7,10.6,8.3,4.0,fog,December,2013
722,2013-12-23,1.5,11.7,6.1,5.9,fog,December,2013
723,2013-12-24,0.0,8.3,2.8,1.7,sun,December,2013
724,2013-12-25,0.0,6.7,1.7,0.8,sun,December,2013
725,2013-12-26,0.0,6.7,0.6,0.5,sun,December,2013
726,2013-12-27,0.3,8.9,0.0,2.1,fog,December,2013
727,2013-12-28,0.0,9.4,3.3,1.3,sun,December,2013
728,2013-12-29,0.0,7.2,1.7,1.1,sun,December,2013
729,2013-12-30,0.3,8.9,4.4,2.6,sun,December,2013
730,2013-12-31,0.5,8.3,5.0,1.7,sun,December,2013
731,2014-01-01,0.0,7.2,3.3,1.2,sun,January,2014
732,2014-01-02,4.1,10.6,6.1,3.2,sun,January,2014
733,2014-01-03,1.5,8.9,2.8,2.6,fog,January,2014
734,2014-01-04,0.0,7.8,0.6,2.7,fog,January,2014
735,2014-01-05,0.0,8.3,-0.5,3.7,sun,January,2014
736,2014-01-06,0.3,7.8,-0.5,2.6,fog,January,2014
737,2014-01-07,12.2,8.3,5.0,1.6,sun,January,2014
738,2014-01-08,9.7,10.0,7.2,4.6,fog,January,2014
739,2014-01-09,5.8,9.4,5.6,6.3,fog,January,2014
740,2014-01-10,4.3,12.8,8.3,7.0,sun,January,2014
741,2014-01-11,21.3,14.4,7.2,8.8,fog,January,2014
742,2014-01-12,1.5,11.1,5.6,8.1,fog,January,2014
743,2014-01-13,0.0,10.6,10.0,7.1,sun,January,2014
744,2014-01-14,0.0,11.1,7.2,1.3,sun,January,2014
745,2014-01-15,0.0,11.1,5.6,2.5,sun,January,2014
746,2014-01-16,0.0,6.7,4.4,2.7,sun,January,2014
747,2014-01-17,0.0,5.6,2.8,2.3,sun,January,2014
748,2014-01-18,0.0,9.4,0.6,2.2,sun,January,2014
749,2014-01-19,0.0,6.1,3.3,2.5,sun,January,2014
750,2014-01-20,0.0,10.0,2.8,2.2,sun,January,2014
751,2014-01-21,0.0,10.0,1.7,1.5,sun,January,2014
752,2014-01-22,0.5,9.4,5.6,2.6,sun,January,2014
753,2014-01-23,0.0,10.0,2.8,5.2,fog,January,2014
754,2014-01-24,0.0,12.8,1.1,1.9,sun,January,2014
755,2014-01-25,0.0,12.2,1.1,0.8,sun,January,2014
756,2014-01-26,0.0,8.3,0.6,1.3,sun,January,2014
757,2014-01-27,0.0,9.4,1.7,1.3,sun,January,2014
758,2014-01-28,8.9,11.1,6.1,1.6,fog,January,2014
759,2014-01-29,21.6,11.1,7.2,3.4,fog,January,2014
760,2014-01-30,0.0,8.3,6.1,6.4,sun,January,2014
761,2014-01-31,2.3,7.8,5.6,2.6,fog,January,2014
762,2014-02-01,2.0,7.8,2.8,0.8,sun,February,2014
763,2014-02-02,0.0,8.9,1.1,2.5,sun,February,2014
764,2014-02-03,0.0,5.0,0.0,4.3,sun,February,2014
765,2014-02-04,0.0,2.8,-2.1,4.7,sun,February,2014
766,2014-02-05,0.0,-0.5,-5.5,6.6,sun,February,2014
767,2014-02-06,0.0,-1.6,-6.0,4.5,sun,February,2014
768,2014-02-07,0.0,3.3,-4.9,4.2,sun,February,2014
769,2014-02-08,5.1,5.6,-0.5,4.6,fog,February,2014
770,2014-02-09,0.5,3.9,0.0,2.4,fog,February,2014
771,2014-02-10,18.3,10.0,2.2,4.7,fog,February,2014
772,2014-02-11,17.0,12.2,5.6,3.8,fog,February,2014
773,2014-02-12,4.6,12.2,7.2,6.4,fog,February,2014
774,2014-02-13,1.8,12.8,7.8,6.3,fog,February,2014
775,2014-02-14,9.4,11.7,6.1,6.4,fog,February,2014
776,2014-02-15,11.7,11.1,5.0,5.1,fog,February,2014
777,2014-02-16,26.4,9.4,3.9,7.9,fog,February,2014
778,2014-02-17,14.5,8.3,4.4,5.5,fog,February,2014
779,2014-02-18,15.2,8.9,5.0,6.2,fog,February,2014
780,2014-02-19,1.0,8.3,3.9,6.0,sun,February,2014
781,2014-02-20,3.0,10.0,5.6,6.9,fog,February,2014
782,2014-02-21,2.8,6.7,3.9,2.9,fog,February,2014
783,2014-02-22,2.5,5.6,2.8,3.1,fog,February,2014
784,2014-02-23,6.1,7.2,3.9,2.6,fog,February,2014
785,2014-02-24,13.0,6.7,3.3,3.2,fog,February,2014
786,2014-02-25,0.3,12.2,3.9,4.5,fog,February,2014
787,2014-02-26,0.0,13.9,5.6,2.5,sun,February,2014
788,2014-02-27,0.0,12.8,4.4,2.3,sun,February,2014
789,2014-02-28,0.0,14.4,4.4,5.9,sun,February,2014
790,2014-03-01,0.5,7.2,4.4,4.7,sun,March,2014
791,2014-03-02,19.1,11.1,2.8,5.7,fog,March,2014
792,2014-03-03,10.7,14.4,8.9,5.1,fog,March,2014
793,2014-03-04,16.5,13.9,7.8,3.9,fog,March,2014
794,2014-03-05,46.7,15.6,10.6,3.9,fog,March,2014
795,2014-03-06,3.0,13.3,10.0,6.2,fog,March,2014
796,2014-03-07,0.0,15.6,8.9,4.2,sun,March,2014
797,2014-03-08,32.3,12.8,6.7,2.7,fog,March,2014
798,2014-03-09,4.3,15.0,9.4,4.3,fog,March,2014
799,2014-03-10,18.8,12.2,6.1,2.2,fog,March,2014
800,2014-03-11,0.0,14.4,4.4,2.3,fog,March,2014
801,2014-03-12,0.0,16.1,3.3,1.9,fog,March,2014
802,2014-03-13,0.5,13.9,5.0,2.5,fog,March,2014
803,2014-03-14,6.9,14.4,8.3,6.1,fog,March,2014
804,2014-03-15,8.1,16.7,4.4,3.0,fog,March,2014
805,2014-03-16,27.7,10.6,4.4,3.8,fog,March,2014
806,2014-03-17,0.3,10.0,2.8,3.2,fog,March,2014
807,2014-03-18,0.0,10.0,3.3,1.6,sun,March,2014
808,2014-03-19,0.5,11.1,3.3,5.1,sun,March,2014
809,2014-03-20,0.0,11.1,1.7,3.0,sun,March,2014
810,2014-03-21,0.0,10.6,2.8,3.8,sun,March,2014
811,2014-03-22,0.0,11.1,1.1,1.8,sun,March,2014
812,2014-03-23,0.0,12.8,4.4,3.3,sun,March,2014
813,2014-03-24,0.0,18.9,2.8,2.2,sun,March,2014
814,2014-03-25,4.1,13.9,6.7,4.4,fog,March,2014
815,2014-03-26,3.6,11.1,5.6,2.4,fog,March,2014
816,2014-03-27,0.3,12.2,6.7,2.8,fog,March,2014
817,2014-03-28,22.1,11.7,7.2,3.9,fog,March,2014
818,2014-03-29,14.0,11.7,7.2,5.1,fog,March,2014
819,2014-03-30,0.0,11.1,5.0,5.1,sun,March,2014
820,2014-03-31,0.0,15.6,2.2,3.8,sun,March,2014
821,2014-04-01,0.0,14.4,6.7,2.8,sun,April,2014
822,2014-04-02,0.0,14.4,5.6,4.2,sun,April,2014
823,2014-04-03,2.5,13.3,6.1,3.9,sun,April,2014
824,2014-04-04,0.0,12.8,6.1,4.7,sun,April,2014
825,2014-04-05,4.6,11.7,7.8,4.3,fog,April,2014
826,2014-04-06,0.0,13.9,8.3,2.6,sun,April,2014
827,2014-04-07,0.0,21.1,9.4,2.5,sun,April,2014
828,2014-04-08,4.6,15.6,8.3,4.2,fog,April,2014
829,2014-04-09,0.0,14.4,6.7,2.9,sun,April,2014
830,2014-04-10,0.0,15.0,6.7,3.6,sun,April,2014
831,2014-04-11,0.0,17.2,5.0,2.8,sun,April,2014
832,2014-04-12,0.0,16.1,7.8,4.4,sun,April,2014
833,2014-04-13,0.0,20.6,5.6,3.1,sun,April,2014
834,2014-04-14,0.0,20.0,5.6,2.6,sun,April,2014
835,2014-04-15,0.5,14.4,7.8,4.0,sun,April,2014
836,2014-04-16,10.9,11.1,8.9,4.6,fog,April,2014
837,2014-04-17,18.5,11.7,7.2,4.7,fog,April,2014
838,2014-04-18,0.0,14.4,5.6,3.8,sun,April,2014
839,2014-04-19,13.7,11.7,5.6,4.7,fog,April,2014
